mipvu_id,case_id,document_id,sentence_id,lexical_unit,lemma,decision_type,review_status,contextual_meaning,basic_meaning,confidence,semantic_shift_risk,review_notes,source_path
lincoln-lyceum-address_s01_p08_s03_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,In,in,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,Mississippi,mississippi,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,case,case,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,they,they,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,first,first,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,commenced,commenced,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,by,by,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,hanging,hanging,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,regular,regular,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,gamblers,gamblers,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,set,set,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,men,men,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,certainly,certainly,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,not,not,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu019,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,following,following,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu020,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,for,for,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu021,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu022,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,livelihood,livelihood,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu023,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu024,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,very,very,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu025,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,useful,useful,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu026,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,or,or,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu027,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,very,very,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu028,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,honest,honest,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu029,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,occupation,occupation,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu030,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,but,but,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu031,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,one,one,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu032,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,which,which,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu033,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,so,so,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu034,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,far,far,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu035,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,from,from,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu036,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,being,being,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu037,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,forbidden,forbidden,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu038,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,by,by,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu039,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu040,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,laws,laws,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu041,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,was,was,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu042,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,actually,actually,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu043,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,licensed,licensed,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu044,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,by,by,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu045,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,an,an,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu046,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,act,act,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu047,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu048,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu049,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,Legislature,legislature,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu050,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,passed,passed,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu051,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,but,but,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu052,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu053,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,single,single,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu054,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,year,year,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s03_lu055,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s03,before,before,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,Next,next,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,negroes,negroes,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,suspected,suspected,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,conspiring,conspiring,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,raise,raise,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,an,an,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,insurrection,insurrection,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,were,were,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,caught,caught,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,up,up,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,hanged,hanged,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,in,in,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,all,all,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,parts,parts,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu019,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu020,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,State,state,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu021,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,then,then,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu022,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,white,white,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu023,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,men,men,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu024,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,supposed,supposed,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu025,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu026,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,be,be,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu027,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,leagued,leagued,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu028,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,with,with,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu029,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu030,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,negroes,negroes,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu031,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu032,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,finally,finally,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu033,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,strangers,strangers,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu034,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,from,from,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu035,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,neighboring,neighboring,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu036,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,States,states,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu037,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,going,going,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu038,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,thither,thither,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu039,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,on,on,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu040,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,business,business,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu041,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,were,were,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu042,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,in,in,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu043,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,many,many,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu044,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,instances,instances,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu045,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,subjected,subjected,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu046,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu047,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu048,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,same,same,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s04_lu049,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s04,fate,fate,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,Thus,thus,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,went,went,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,on,on,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,this,this,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,process,process,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,hanging,hanging,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,from,from,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,gamblers,gamblers,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,negroes,negroes,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,from,from,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,negroes,negroes,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,white,white,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,citizens,citizens,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p08_s05_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p08_s05,from,from,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
